student,coursecode,ratings
53,SWEN3130,1
85,COMP3901,1
16,COMP3702,4
48,INFO2110,4
45,COMP3220,1
58,COMP1210,4
22,SWEN3145,3
19,COMP1161,1
73,SWEN3185,2
54,COMP3270,4
81,COMP3161,1
28,COMP3270,1
86,SWEN3130,4
34,COMP2170,5
16,INFO2100,3
82,INFO3435,1
6,COMP2340,4
61,INFO2180,3
15,INFO2180,3
80,SWEN3165,5
97,COMP3161,1
65,INFO3110,5
23,INFO3105,1
96,COMP3161,5
71,INFO3435,3
98,COMP2130,3
95,COMP1220,3
57,COMP3101,1
47,COMP2170,2
16,COMP3191,3
76,COMP3192,4
96,COMP1127,5
78,COMP3270,1
81,COMP3912,3
45,COMP3652,4
84,COMP3191,2
57,COMP2190,3
96,COMP1127,3
48,INFO3435,5
55,INFO2100,5
70,COMP2201,5
12,SWEN3185,2
90,COMP2211,5
82,COMP3911,1
16,SWEN3165,5
8,COMP3220,1
68,INFO3105,5
68,COMP1220,4
35,COMP3652,3
25,COMP2201,3
95,COMP3652,5
16,INFO3155,2
44,COMP2130,1
86,COMP2201,2
26,COMP2211,3
46,SWEN3130,2
61,COMP1220,2
11,COMP2201,1
48,COMP1210,3
45,COMP3912,1
27,COMP2140,2
88,INFO3105,2
27,SWEN3130,3
93,INFO3105,4
36,INFO3170,1
92,INFO2110,1
55,COMP2190,2
32,SWEN3185,3
83,COMP3191,5
92,COMP2170,3
2,INFO3110,3
62,COMP3101,4
27,COMP1210,4
53,INFO3110,3
57,COMP3911,4
42,COMP3220,2
39,COMP1126,3
60,COMP3702,5
45,COMP2211,5
24,COMP2190,1
72,COMP3191,5
48,COMP2130,3
5,COMP3220,5
23,INFO3170,1
87,INFO3170,5
38,INFO2110,5
74,SWEN3145,2
88,COMP2130,2
75,COMP2201,4
81,COMP3652,4
7,COMP3912,5
94,INFO3155,4
28,COMP3220,5
64,SWEN3165,5
93,COMP2170,2
50,INFO2100,5
9,COMP2190,1
83,COMP3652,1
79,INFO2100,2
92,INFO3155,2
4,COMP1220,2
16,COMP2201,5
46,COMP1127,1
20,INFO3105,2
37,INFO3155,2
33,SWEN3145,1
41,COMP3652,5
73,COMP1127,3
59,COMP2340,1
72,INFO3180,4
48,COMP3191,5
39,COMP1127,3
94,COMP2140,3
61,INFO3155,1
32,COMP1126,5
85,COMP1161,1
6,COMP3911,5
27,INFO2180,2
82,INFO3155,4
65,COMP3652,2
93,COMP1127,4
88,COMP2201,4
70,COMP1126,5
67,COMP3101,2
7,SWEN3130,4
55,SWEN3165,3
77,COMP1220,3
67,COMP3912,5
96,SWEN3165,3
43,COMP2170,2
3,INFO3110,3
100,SWEN3290,2
52,SWEN3185,3
77,INFO2110,5
5,SWEN3130,4
55,INFO2100,5
55,COMP3161,3
11,SWEN3145,1
4,COMP2130,5
1,COMP3702,2
97,COMP3192,4
21,COMP3270,2
73,COMP3270,3
43,COMP3191,1
89,COMP2201,1
85,COMP3912,4
59,SWEN3185,3
21,COMP3192,2
26,COMP3192,5
79,COMP1220,3
59,INFO3110,3
89,COMP3270,1
39,COMP2340,2
84,SWEN3130,1
11,COMP3912,3
89,COMP3101,3
73,COMP2340,3
90,COMP1126,3
77,INFO3110,3
47,COMP3220,5
29,COMP3912,1
94,INFO3110,2
87,COMP3652,5
96,INFO2100,2
58,COMP3191,4
83,COMP2170,4
53,COMP1161,5
62,COMP3192,3
90,INFO2180,5
3,SWEN3290,1
88,INFO2100,5
75,COMP3191,2
77,INFO3170,4
72,INFO3110,4
54,COMP1161,2
95,COMP3801,3
76,INFO3180,5
62,SWEN3130,4
16,COMP3192,2
30,INFO3105,3
59,COMP3101,4
56,COMP3901,4
25,COMP3911,4
85,COMP3702,5
38,COMP2190,5
78,INFO3170,3
84,SWEN3185,5
40,COMP3192,2
57,COMP1126,3
21,COMP3911,1
100,COMP3912,5
29,INFO2110,3
60,COMP3801,5
8,COMP2340,4
90,SWEN3290,4
4,SWEN3185,2
36,COMP3801,5
32,COMP1126,5
88,INFO3110,5
100,COMP2140,2
24,SWEN3130,3
51,INFO3155,2
63,SWEN3165,2
22,SWEN3185,3
85,COMP3702,5
11,COMP3220,4
15,INFO2100,1
71,COMP3191,1
13,COMP2340,1
66,COMP3912,5
64,COMP3702,4
51,COMP2190,1
38,SWEN3130,4
32,COMP2211,4
53,COMP2211,5
81,INFO3435,4
82,INFO3180,4
41,SWEN3130,3
54,INFO3435,3
59,COMP3912,2
85,COMP2170,1
81,COMP2130,1
54,COMP3101,3
66,SWEN3145,3
64,SWEN3145,2
5,INFO3170,2
94,SWEN3130,3
13,COMP3911,1
71,COMP2170,2
54,INFO3435,4
55,COMP2340,3
10,SWEN3165,2
43,INFO2110,5
70,SWEN3165,1
91,COMP3192,3
34,COMP3652,4
76,COMP1127,5
29,COMP2190,3
76,COMP2140,1
97,COMP1126,5
94,INFO2100,4
8,COMP1126,3
97,COMP2201,4
18,INFO3110,1
6,SWEN3165,5
49,COMP3161,1
44,COMP3192,1
23,INFO3110,2
47,INFO2180,3
98,COMP2170,5
35,COMP3101,4
44,INFO2180,5
78,INFO3170,2
20,INFO2110,4
47,COMP2130,3
71,COMP1126,3
87,COMP3270,2
17,COMP3270,4
32,COMP3270,2
3,COMP2130,3
32,INFO3155,2
70,INFO2100,1
15,COMP3801,1
100,COMP1161,4
50,INFO2110,1
74,INFO2180,3
51,INFO2110,2
87,COMP3702,1
65,INFO3155,2
46,INFO3435,3
48,COMP3161,3
90,INFO3105,4
11,INFO3435,3
66,COMP1210,1
61,COMP1210,1
98,COMP3270,5
82,COMP3161,2
87,COMP1126,4
81,INFO3435,4
65,COMP3161,3
21,COMP2130,3
59,COMP3220,2
1,INFO2100,3
40,COMP3161,4
77,COMP3652,2
18,COMP3901,1
38,COMP2130,1
28,INFO2180,2
36,INFO3435,5
88,SWEN3130,1
28,COMP1126,4
61,COMP2130,5
80,COMP1210,4
14,SWEN3165,2
14,COMP3192,2
54,COMP2340,2
4,SWEN3130,1
70,COMP3161,3
20,SWEN3165,3
20,COMP3220,5
4,INFO3180,2
37,SWEN3290,5
50,SWEN3145,4
71,INFO3435,3
98,COMP3911,1
60,COMP3702,4
48,COMP1126,2
38,INFO2100,5
98,COMP3191,5
95,COMP3270,2
2,COMP2340,3
34,COMP1220,3
98,COMP1210,5
5,COMP1161,4
93,COMP1127,3
88,COMP3220,4
66,COMP2170,3
94,COMP3220,1
63,INFO3105,4
16,COMP2130,4
1,INFO3105,2
29,INFO2100,5
45,COMP3101,1
25,COMP1220,1
44,COMP3192,5
77,COMP1220,2
35,COMP3912,5
28,COMP3901,1
12,INFO3170,5
42,COMP3911,3
8,COMP3912,4
93,SWEN3185,3
61,COMP1220,5
25,COMP3101,2
65,SWEN3290,1
48,COMP1161,2
70,INFO2100,5
61,COMP2190,1
32,COMP3101,3
83,INFO3155,5
14,COMP3191,5
66,COMP2140,2
49,COMP2211,2
64,COMP3220,5
73,INFO3170,3
36,INFO3180,5
22,COMP3220,5
97,COMP1210,2
5,INFO3155,2
11,COMP2201,1
21,COMP3912,1
77,COMP1220,1
19,COMP1161,3
91,INFO3435,5
56,INFO2180,3
49,COMP3192,3
35,INFO2100,4
43,INFO3435,5
25,COMP3161,5
89,COMP3901,2
38,COMP2130,3
20,COMP1126,2
60,COMP3191,3
4,COMP3801,4
31,COMP1220,3
80,COMP2130,4
97,COMP1210,4
28,INFO3110,4
93,COMP3911,1
92,SWEN3290,3
70,COMP2130,3
78,INFO3170,1
32,SWEN3185,2
96,COMP2340,3
65,SWEN3185,2
90,COMP3911,2
4,COMP3652,2
28,INFO3155,3
84,COMP3191,2
45,COMP2340,1
61,COMP2340,1
30,COMP2201,4
98,INFO2110,5
33,INFO2180,3
61,COMP1161,4
62,COMP3161,5
66,INFO3435,4
10,INFO3435,4
87,COMP3270,2
18,SWEN3130,3
72,COMP1210,1
33,INFO3435,4
69,COMP1161,2
59,COMP3702,5
16,COMP3801,2
6,COMP1126,2
6,COMP2211,4
56,COMP3652,1
45,INFO2100,4
80,INFO3170,1
81,COMP3901,5
31,INFO3170,4
77,COMP3652,5
83,COMP1161,1
71,INFO3180,2
68,SWEN3185,2
84,INFO3435,2
2,SWEN3130,1
66,COMP2340,2
19,COMP3801,2
54,INFO3110,4
71,SWEN3165,2
75,COMP3270,3
81,INFO2180,4
59,INFO2180,3
11,SWEN3145,3
35,COMP1126,5
82,COMP3911,5
53,INFO3435,5
7,SWEN3185,1
40,COMP3901,1
30,SWEN3165,1
78,COMP3191,5
80,COMP3702,2
30,COMP3702,4
25,SWEN3290,1
90,COMP1210,5
68,INFO2180,4
44,COMP3801,5
89,COMP2170,4
25,COMP3161,4
41,COMP3192,5
13,INFO3180,2
80,COMP2211,3
70,COMP1210,4
69,INFO3435,4
62,SWEN3185,4
61,COMP3702,5
95,COMP1210,4
53,COMP3192,2
14,INFO3155,2
22,COMP3270,1
85,SWEN3185,1
54,INFO2100,3
100,COMP1127,5
31,COMP3101,1
10,INFO2110,2
67,INFO3105,5
67,COMP2201,5
3,COMP3912,1
64,COMP1126,1
98,COMP3702,4
50,COMP1127,3
64,INFO2180,1
9,COMP3220,3
38,COMP3270,1
7,COMP3191,5
90,INFO3180,5
1,COMP3270,2
96,SWEN3145,5
79,SWEN3130,5
61,INFO2180,5
93,INFO2100,5
54,INFO3170,1
21,COMP2140,2
72,COMP3101,4
92,COMP3702,4
71,INFO3155,2
42,COMP1210,1
73,SWEN3165,2
88,INFO3155,3
32,SWEN3290,5
66,COMP3161,5
88,COMP3161,5
68,SWEN3185,3
51,COMP2201,4
95,COMP2201,3
53,COMP2140,5
35,COMP1126,5
68,SWEN3165,3
21,SWEN3145,3
28,INFO2180,4
98,COMP2340,2
92,COMP3220,4
62,COMP1210,4
59,INFO3180,5
58,INFO3435,2
75,INFO3170,2
22,SWEN3165,1
30,COMP2130,4
5,COMP1126,1
2,SWEN3130,5
71,SWEN3145,5
37,COMP3192,1
75,SWEN3185,3
37,COMP2130,1
14,COMP2170,4
8,COMP1220,4
95,COMP3911,2
17,COMP3191,1
30,COMP3901,3
73,COMP1220,5
3,COMP3801,4
46,INFO2180,5
5,COMP3912,5
8,SWEN3145,3
55,COMP1161,4
28,COMP1210,4
39,COMP3911,4
83,COMP1127,4
100,COMP3270,4
42,COMP3911,2
87,SWEN3145,1
8,COMP1220,1
31,COMP3101,5
13,INFO2100,2
1,COMP3911,5
42,COMP3161,5
42,INFO2110,3
31,SWEN3290,5
59,COMP2190,3
88,INFO3155,4
45,COMP2201,3
32,SWEN3165,1
80,COMP3191,3
16,COMP1220,1
12,COMP1220,2
76,COMP1126,3
27,INFO2110,2
51,COMP3192,3
7,INFO3435,5
71,COMP3101,3
73,COMP3161,1
59,COMP3101,4
86,SWEN3290,2
92,INFO3170,5
96,COMP3270,5
41,INFO2110,3
94,SWEN3145,5
82,SWEN3290,2
6,INFO3155,2
2,COMP3191,5
44,SWEN3145,5
58,COMP3702,3
71,INFO3170,5
3,COMP3901,3
70,COMP2140,4
55,INFO3110,4
9,COMP2340,5
83,COMP1126,5
48,COMP3192,2
52,COMP1126,4
75,INFO3105,1
13,COMP3270,5
17,COMP3270,3
42,INFO3110,4
25,SWEN3145,3
17,COMP1127,1
93,INFO3170,4
89,COMP3911,1
61,COMP2201,3
83,COMP2130,4
91,INFO2180,2
83,COMP2190,2
33,COMP1126,3
40,COMP2130,2
61,COMP3911,3
25,COMP3911,5
64,SWEN3130,2
42,SWEN3185,1
69,INFO2110,2
82,SWEN3130,5
27,INFO3155,4
39,COMP1126,1
27,COMP1210,1
59,SWEN3185,3
1,INFO2100,5
87,COMP3652,2
15,COMP2201,5
74,COMP2170,5
22,COMP1126,5
36,INFO2100,1
49,COMP3220,2
88,COMP2340,5
68,COMP2130,3
3,INFO3435,3
8,COMP1127,1
49,SWEN3130,4
14,INFO3105,1
34,SWEN3185,3
37,COMP3220,1
43,COMP3270,5
41,COMP3191,4
32,COMP2140,4
36,COMP3161,2
32,COMP3161,5
33,COMP1220,1
52,INFO3435,3
33,COMP1210,3
84,COMP3191,4
91,COMP3652,5
98,COMP2340,4
27,COMP1161,5
13,COMP2340,2
45,COMP3912,2
51,COMP1127,4
29,COMP3161,5
43,COMP3270,1
61,COMP1127,3
48,COMP2201,3
90,INFO3170,2
73,COMP3191,2
88,COMP2130,1
80,SWEN3145,2
76,COMP1220,5
45,COMP3101,3
11,COMP3912,4
80,COMP3912,2
70,COMP2190,5
36,COMP3192,4
44,COMP1220,1
45,INFO3435,3
52,COMP1220,3
33,COMP3911,4
31,INFO2100,4
18,COMP3192,2
63,COMP3191,2
76,INFO3105,2
9,COMP3270,4
95,COMP1220,4
65,SWEN3290,3
45,COMP3801,4
17,SWEN3145,3
27,INFO3105,1
63,COMP2201,2
44,SWEN3165,2
72,SWEN3290,5
88,SWEN3145,5
27,COMP1127,2
36,INFO2110,3
2,COMP2211,5
6,SWEN3165,3
5,COMP3220,5
24,INFO2180,5
45,COMP3191,4
53,COMP2211,4
10,COMP3652,5
25,COMP2130,5
41,SWEN3165,1
46,INFO3110,3
19,COMP3702,2
56,COMP3801,3
49,INFO2110,2
38,SWEN3145,2
90,COMP2140,1
46,COMP1210,3
55,COMP1220,2
85,INFO3435,5
81,COMP3911,3
89,INFO3435,3
89,INFO3180,2
27,INFO2180,1
49,SWEN3185,1
88,COMP1220,4
34,INFO3435,1
68,INFO3170,1
32,INFO3180,5
43,COMP2201,4
26,INFO2100,3
17,SWEN3290,2
40,COMP3270,1
15,COMP3220,4
86,COMP2170,5
82,SWEN3185,3
92,INFO2180,5
97,COMP2211,3
22,INFO3110,4
68,COMP3270,5
92,COMP3220,5
49,INFO3435,3
65,COMP3101,3
33,COMP3161,1
49,SWEN3130,4
50,COMP1220,3
50,SWEN3165,4
1,INFO3435,4
66,INFO3180,2
71,SWEN3145,1
36,SWEN3145,5
25,COMP3911,1
22,COMP2140,3
89,COMP3652,4
91,COMP2170,5
37,COMP3652,5
18,INFO3105,1
19,COMP2201,1
66,COMP3192,4
85,COMP3192,1
36,COMP3702,3
71,SWEN3290,5
17,COMP2190,3
4,COMP2170,4
54,COMP3220,4
33,COMP3191,5
82,INFO3180,5
76,SWEN3165,1
33,COMP3192,2
63,COMP2170,1
8,COMP3270,5
18,COMP1161,2
27,INFO3170,5
56,COMP3192,1
84,COMP3101,1
13,COMP3801,1
35,COMP2190,4
62,INFO3105,5
80,COMP1161,1
2,COMP3901,1
65,COMP3191,3
58,COMP3220,2
100,INFO3105,1
56,COMP2211,3
25,COMP1127,4
18,COMP1127,5
23,COMP1126,4
5,COMP2170,2
31,COMP3101,5
93,COMP1210,5
92,INFO3435,2
72,COMP2201,4
14,INFO3180,2
59,COMP3192,1
33,COMP3912,5
23,INFO3170,4
9,COMP2190,5
78,COMP2130,2
20,INFO3110,3
63,COMP2190,5
29,INFO3180,3
84,SWEN3145,5
33,COMP2170,4
7,INFO2100,2
23,COMP1161,3
54,INFO3110,1
34,INFO3180,4
48,INFO2100,3
69,COMP1210,2
12,COMP3912,4
27,COMP3801,5
34,INFO3110,4
91,COMP3191,4
44,INFO3155,1
55,COMP1126,5
79,COMP1210,2
93,COMP3191,4
13,COMP3191,3
93,COMP3220,2
14,COMP2201,2
45,COMP1220,5
64,COMP2340,1
73,SWEN3165,4
93,COMP3191,3
94,COMP3901,2
41,COMP2190,3
21,COMP3270,1
38,COMP3101,5
57,COMP3911,2
62,INFO3180,3
94,INFO3435,2
56,INFO2100,4
10,SWEN3145,3
1,SWEN3185,2
9,COMP3702,1
53,COMP1161,3
6,COMP3911,1
1,INFO3105,4
39,COMP3220,2
17,COMP1161,4
65,INFO3155,2
51,INFO3435,2
90,COMP1161,3
75,SWEN3290,2
48,COMP2340,5
73,COMP3911,2
61,SWEN3130,2
75,INFO2100,4
34,SWEN3290,1
77,COMP1127,2
50,COMP3801,3
12,COMP3801,3
46,COMP1210,1
42,INFO3435,1
97,COMP3801,5
45,COMP3901,2
31,INFO3435,5
20,COMP2340,4
84,COMP3912,4
68,SWEN3145,4
25,SWEN3290,2
75,COMP1210,1
10,INFO3435,3
20,INFO2110,1
65,SWEN3145,5
53,COMP1210,5
40,COMP1127,4
20,COMP3801,3
50,COMP3220,2
90,COMP3270,4
93,INFO2180,3
92,COMP1127,5
92,COMP3161,2
84,COMP2140,5
10,COMP3801,5
91,INFO2180,3
79,INFO3170,5
43,COMP3702,3
20,COMP3270,2
84,COMP2140,4
23,COMP1127,3
75,INFO3170,1
45,INFO2100,2
14,COMP3270,4
8,INFO2100,3
69,COMP2170,3
33,COMP2340,1
83,COMP1220,2
90,COMP3912,5
64,COMP3101,1
112,SOCI3036,2
110,SOWK3020,3
123,PSYC2008,1
112,SOWK2004,2
198,PSYC3007,5
115,PSYC3027,3
185,SOCI3036,5
102,SOCI3021,3
160,SOCI2020,3
178,SOWK3030,2
168,PSYC1001,2
192,SOCI3036,3
185,PSYC2012,1
144,SOWK2021,4
131,SOWK2007,5
156,PSYC2002,3
106,SOWK3020,4
124,SOCI3001,3
194,SOCI3001,2
126,SOCI2000,4
192,SOCI1001,1
186,SOWK3028,1
142,SOWK2003,2
139,SOCI3018,1
193,SOCI3004,4
110,SOCI1003,1
147,SOCI3026,4
167,PSYC2007,1
124,SOWK2005,2
151,SOWK2007,5
150,SOCI3008,2
148,SOWK2003,5
164,SOWK3015,5
136,SOCI1002,3
139,SOCI2006,2
154,SOCI2004,5
134,SOCI3032,1
175,SOWK2009,1
134,PSYC3010,5
138,SOCI3011,5
197,SOCI1005,5
113,PSYC2000,5
101,SOCI2017,5
192,SOCI2000,1
152,PSYC2000,1
128,SOCI1002,1
139,SOWK2002,2
110,SOCI3046,5
111,PSYC3001,5
186,PSYC2006,2
130,PSYC2006,4
165,SOCI2009,1
134,SOCI1006,2
190,SOCI3025,1
168,PSYC3009,2
188,SOWK3000,3
169,PSYC1001,4
103,SOCI2004,3
133,SOWK2107,1
147,SOCI2008,3
102,SOWK3028,5
113,SOCI2001,4
102,SOCI2011,3
143,SOCI3044,5
117,SOWK2022,3
180,SOWK2008,5
138,SOWK1001,3
120,PSYC2000,4
174,PSYC1002,2
147,SOCI3041,3
136,SOCI3043,1
149,SOWK3015,5
130,SOWK1003,3
131,SOWK3010,1
150,PSYC3008,4
140,SOCI1005,4
168,SOCI3031,4
173,PSYC2008,3
134,SOCI3034,2
181,SOCI1005,4
146,SOWK2107,1
165,SOCI2011,1
178,PSYC2012,4
142,SOCI3021,5
144,SOWK3020,4
125,SOCI3022,5
143,PSYC3011,3
104,SOWK3015,3
186,SOCI2005,2
162,SOCI2018,4
171,SOCI3043,3
128,SOCI1005,4
167,SOCI3032,1
185,SOCI3044,2
145,PSYC1006,4
190,SOCI3025,2
104,SOWK2002,4
111,PSYC1001,1
185,SOCI2009,5
182,SOCI2111,1
126,SOCI3024,3
110,PSYC1002,5
166,SOWK2022,5
154,SOCI1002,3
111,SOWK2005,4
125,SOCI2018,4
155,SOWK2021,4
133,SOWK3010,1
122,SOCI3036,1
192,SOWK3010,1
179,PSYC3009,5
169,SOWK3009,3
197,SOWK2008,3
166,PSYC2005,3
173,SOCI1005,5
101,SOWK2107,4
111,SOCI2007,2
177,SOWK3028,2
109,SOCI3034,3
138,SOCI3047,3
194,SOCI3018,3
131,SOWK2003,4
110,PSYC3001,2
157,PSYC2004,4
192,PSYC2003,5
137,SOWK2022,1
120,SOCI2018,4
170,SOWK2007,1
110,SOCI3025,4
115,SOWK2021,3
113,SOCI3041,5
170,SOWK3000,3
114,SOCI3004,4
112,SOCI3026,1
168,SOCI3046,5
135,SOWK2022,3
137,PSYC2019,5
123,PSYC2008,4
135,SOCI2004,3
119,PSYC2007,5
120,SOCI3030,4
131,SOCI3043,3
173,SOCI2005,2
172,PSYC2008,3
190,SOWK2107,3
200,SOCI1005,5
172,SOCI2020,3
138,SOCI3032,4
180,PSYC2003,2
189,PSYC2019,2
141,SOCI3043,3
179,SOCI3032,1
175,PSYC2017,3
117,SOCI2017,1
130,SOCI3008,2
118,SOCI2001,1
197,SOCI3026,3
106,SOCI2000,3
140,SOCI3047,3
106,SOWK1003,5
185,SOWK3009,4
159,SOWK3015,3
103,SOWK3000,4
173,SOCI3021,2
135,SOCI3015,5
162,SOCI3036,1
139,SOCI2004,5
188,SOCI1001,1
159,SOWK2021,1
194,SOCI2004,5
167,SOCI1001,4
151,SOCI2020,3
178,SOCI3024,5
174,SOCI3026,5
127,SOCI2000,1
164,PSYC1001,1
176,SOCI2018,1
153,SOWK2004,2
153,SOCI2008,1
124,PSYC3027,1
107,SOCI2008,2
138,SOWK3017,5
192,SOCI3025,5
132,SOCI1005,4
120,SOCI3001,4
110,SOCI3001,3
118,SOCI1006,2
166,PSYC3001,2
163,SOWK2009,3
148,PSYC1000,5
169,SOCI3004,4
103,SOCI3008,5
178,SOWK2003,4
156,PSYC1002,5
170,SOCI3042,3
135,PSYC3001,5
171,SOCI3011,5
151,SOCI2017,1
181,PSYC2007,3
136,SOCI3044,2
169,SOCI3045,3
109,SOWK3009,3
147,SOWK3015,4
187,SOWK2002,5
137,PSYC2006,4
149,SOCI2007,5
104,SOWK2002,4
104,SOWK3015,4
183,SOCI3043,3
133,SOWK3009,1
142,SOCI2005,5
111,PSYC2019,5
156,SOCI3025,4
153,SOCI2006,2
110,SOWK1001,1
150,PSYC1005,5
157,SOCI3045,3
156,SOWK2006,2
131,PSYC3010,1
108,SOWK2001,3
174,PSYC1002,3
182,PSYC2000,4
192,SOWK3030,4
128,PSYC3007,3
141,PSYC1006,4
200,SOCI1002,1
194,SOCI3008,4
153,PSYC3027,2
112,SOCI3025,4
173,SOWK2002,2
116,PSYC2004,5
108,SOCI3027,1
181,SOCI3034,2
127,SOWK2005,5
183,SOCI2111,5
127,SOCI3026,5
135,SOWK2004,3
134,PSYC2002,4
170,SOCI2006,1
133,SOWK2007,5
184,SOCI2007,5
142,SOCI3024,1
177,PSYC3010,1
132,SOCI3042,5
146,SOWK3030,5
163,SOCI3031,2
199,PSYC2003,3
180,SOCI3034,4
129,PSYC1000,3
186,SOCI2017,1
111,PSYC2019,2
132,PSYC2006,4
178,SOWK2007,4
165,SOCI2011,2
171,SOCI3022,4
177,PSYC1002,1
188,SOWK3000,2
161,SOCI2004,1
115,SOWK3015,1
193,SOWK3010,4
170,SOWK2001,2
198,PSYC1001,3
199,SOWK2005,1
180,SOWK2002,5
147,SOCI2018,4
136,PSYC3007,4
102,SOCI2018,2
120,PSYC3011,2
105,SOCI2001,2
101,SOWK3014,1
173,SOCI2008,3
146,SOWK3020,3
142,PSYC3027,1
122,SOCI3008,4
136,SOCI2004,4
123,SOCI3018,4
109,SOCI2004,2
122,PSYC3027,1
127,SOWK2002,4
166,PSYC3008,3
161,SOCI2005,5
173,SOCI2001,2
101,PSYC2008,3
165,SOWK2002,2
169,SOCI3018,3
147,PSYC3027,1
173,SOCI3042,5
198,SOCI3043,3
169,SOCI3032,2
147,SOWK2007,1
161,SOWK2002,4
110,SOCI3008,1
114,SOWK2002,4
136,SOCI3043,2
146,SOCI3025,1
136,PSYC2002,4
131,SOCI3021,4
198,SOWK2007,5
129,PSYC3027,2
181,PSYC3008,1
172,SOCI2006,4
167,SOCI3027,5
130,SOWK2009,3
187,SOWK2008,3
180,SOCI1005,4
192,SOCI1001,3
185,SOCI3022,2
171,PSYC2017,2
146,SOWK2021,1
114,SOWK1010,5
150,SOWK2003,5
196,SOCI3001,2
177,PSYC2019,2
159,SOCI2111,1
115,SOWK3009,2
187,SOWK2107,3
175,SOCI2111,3
184,SOWK3028,4
197,SOCI1001,4
188,SOCI3021,4
182,PSYC2017,2
115,SOCI3004,1
150,SOCI2009,5
131,SOCI3045,4
157,PSYC3007,3
131,SOCI3004,3
149,SOCI2011,5
129,SOWK2006,1
117,SOWK1001,2
105,SOCI3021,3
172,SOCI3004,2
170,SOCI2009,2
132,SOWK3010,2
142,SOWK3000,5
118,SOCI3011,4
115,SOWK2008,1
147,SOCI2000,5
198,SOCI3041,3
200,SOCI2006,1
140,PSYC1001,3
115,SOCI2000,5
106,SOCI3031,1
181,SOCI3024,1
132,PSYC1006,5
102,SOCI2001,4
132,SOWK2005,2
166,SOCI3030,3
147,SOCI3042,3
124,SOCI2111,2
167,SOCI3024,1
157,SOCI2005,4
157,PSYC2002,5
157,SOWK2002,1
178,SOCI3046,3
167,SOCI2006,5
200,SOWK3020,2
152,SOCI3043,1
103,SOWK3010,4
144,PSYC1005,3
112,SOWK2002,5
140,SOWK3030,2
105,SOWK1010,4
104,SOCI2006,5
170,SOCI1002,4
105,PSYC2012,1
129,SOWK3030,4
184,SOCI2004,3
110,PSYC1005,1
116,SOCI2006,5
196,SOCI3034,3
166,SOCI2011,1
152,SOWK1003,5
120,PSYC2000,4
142,PSYC3011,1
131,PSYC3007,3
127,PSYC1001,2
118,PSYC3011,5
102,SOCI2006,3
110,SOCI1006,2
190,SOWK1003,4
119,SOWK1010,5
147,SOWK3010,1
179,SOWK2107,3
111,SOWK2002,2
160,PSYC2006,1
148,PSYC2006,3
115,SOCI2006,5
114,SOWK1003,5
114,SOCI3004,2
141,SOWK3017,2
195,PSYC3007,3
139,SOWK2006,3
117,SOWK2007,4
148,PSYC2003,4
181,PSYC2006,5
175,SOCI2006,1
111,SOCI3030,4
145,SOCI1005,2
120,PSYC1000,1
143,SOCI3026,3
185,SOWK3017,2
140,SOCI3047,2
136,SOWK2107,3
190,SOWK3015,3
101,PSYC2006,1
198,SOWK2006,2
176,PSYC3001,3
114,SOWK2003,2
153,SOCI2018,1
198,SOWK2009,5
131,SOWK1010,3
199,PSYC1001,2
119,SOWK2022,2
138,PSYC1002,2
183,SOCI3011,5
163,SOCI3043,2
182,SOWK3030,2
161,SOCI2008,4
167,PSYC1005,1
198,PSYC2019,4
184,SOCI2018,4
178,PSYC3011,1
113,SOWK2107,4
105,SOCI2000,5
131,PSYC1001,3
188,SOCI3041,3
142,PSYC3027,1
108,SOWK2006,2
137,SOCI1006,2
167,PSYC3008,2
172,SOWK2021,4
152,SOWK3009,4
140,SOCI3041,4
176,PSYC3011,5
181,SOCI3034,1
159,SOWK1003,5
116,SOCI3008,1
113,PSYC3001,1
103,SOWK3015,5
120,PSYC3007,1
180,SOCI3027,3
173,SOCI2000,2
193,SOCI2018,1
136,SOCI3042,4
124,SOWK2004,3
136,SOWK3009,3
174,SOWK2004,4
176,SOWK3020,4
103,PSYC3008,4
158,SOCI3045,4
173,SOCI2111,3
187,SOWK2107,2
187,SOCI3045,2
141,SOCI2009,4
116,SOWK2004,3
113,SOCI3021,2
191,SOCI3001,5
193,SOCI3041,3
105,SOWK2004,1
137,SOCI1003,4
148,PSYC3007,1
115,SOCI2009,1
104,PSYC2003,5
109,SOCI2007,3
192,SOWK3009,2
148,PSYC3001,1
124,SOCI2111,1
149,SOCI2017,2
163,SOCI2005,3
173,SOCI3011,4
148,SOCI3018,5
141,PSYC2008,3
165,SOCI2008,2
191,SOCI3022,5
159,SOCI2017,5
125,PSYC2002,4
131,SOCI1005,1
144,SOCI3008,1
115,SOWK2006,1
128,SOCI1003,2
198,SOWK2007,5
151,SOCI1005,2
175,SOCI1002,3
182,PSYC2012,4
196,SOWK3009,3
171,SOCI2006,5
107,SOCI3047,5
174,SOCI3025,2
164,SOCI2008,3
122,SOWK3010,4
197,SOWK2022,5
191,SOCI3036,1
112,SOCI3031,2
118,SOCI3011,2
119,PSYC2002,5
132,SOWK2002,2
146,SOWK2021,3
154,SOCI3032,5
169,PSYC2017,3
106,PSYC2000,2
106,SOCI2111,1
162,SOWK1010,5
183,SOWK2005,5
106,SOCI2005,1
200,SOWK2009,2
197,SOCI1001,1
189,SOCI2000,2
134,SOWK3000,3
